Vge,Ice,Vce
15.8,376.0,32.0
15.8,376.0,30.800228002280022
15.8,376.0,29.600456004560044
15.8,376.0,28.400684006840066
15.8,376.0,27.200912009120092
15.8,376.0,26.001140011400114
15.8,376.0,24.801368013680136
15.8,376.0,23.601596015960162
15.8,376.0,22.401824018240184
15.8,376.0,21.202052020520206
15.8,376.0,20.002280022800228
15.8,376.0,18.80250802508025
15.8,376.0,17.602736027360272
15.8,376.0,16.402964029640295
15.8,376.0,15.20319203192032
15.8,376.0,14.003420034200342
15.8,376.0,12.803648036480364
15.8,376.0,11.60387603876039
15.8,376.0,10.404104041040412
15.8,376.0,9.204332043320434
15.8,376.0,8.004560045600456
15.770119701197013,376.0,8.39840398403984
15.740125401254014,376.0,8.798327983279833
15.710131101311013,376.0,9.198251982519825
15.680136801368015,376.0,9.598175981759818
15.650142501425014,376.0,9.99809998099981
15.620148201482015,376.0,10.398023980239802
15.590153901539015,376.0,10.797947979479794
15.560159601596016,376.0,11.197871978719787
15.530165301653017,376.0,11.597795977959779
15.500171001710017,376.0,11.997719977199772
15.470176701767018,376.0,12.397643976439763
15.440182401824018,376.0,12.797567975679756
15.410188101881019,376.0,13.19749197491975
15.380193801938018,376.0,13.597415974159741
15.35019950199502,376.0,13.997339973399734
15.320205202052021,376.0,14.397263972639726
15.29021090210902,376.0,14.797187971879719
15.260216602166022,376.0,15.19711197111971
15.230222302223021,376.0,15.597035970359704
15.200228002280022,376.0,15.996959969599695
15.229766297662977,376.0,16.0
15.259760597605975,376.0,16.0
15.289754897548974,376.0,16.0
15.319749197491975,376.0,16.0
15.349743497434973,376.0,16.0
15.379737797377974,376.0,16.0
15.409732097320973,376.0,16.0
15.439726397263973,376.0,16.0
15.469720697206972,376.0,16.0
15.49971499714997,376.0,16.0
15.529709297092971,376.0,16.0
15.55970359703597,376.0,16.0
15.58969789697897,376.0,16.0
15.619692196921969,376.0,16.0
15.64968649686497,376.0,16.0
15.679680796807968,376.0,16.0
15.709675096750967,376.0,16.0
15.739669396693968,376.0,16.0
15.769663696636966,376.0,16.0
15.799657996579967,376.0,16.0
15.790115901159012,375.80231802318025,16.395363953639535
15.780117801178012,375.6023560235602,16.795287952879526
15.770119701197013,375.40239402394025,17.19521195211952
15.760121601216012,375.2024320243202,17.595135951359513
